"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"State"	"MaxFC"	"InitialState"
"RGS13"	"RGS13"	-0.529235780758346	0.629584455641117	-0.226110125936287	0.0115752953717692	-0.0631149235725198	"S01"	0.629584455641117	"IS02"
"DHFR"	"DHFR"	0.0821420119349951	0.628903591319441	-0.648125524196223	0.323033668433203	-0.73695279113006	"S01"	0.628903591319441	"IS02"
"USP34"	"USP34"	0.166734811720599	0.628333841078656	-0.988872115157908	0.569489289356042	-0.819997032967478	"S01"	0.628333841078656	"IS02"
"TOPORS"	"TOPORS"	-0.96672461174667	0.623342810030365	-0.150262748929412	0.312456211980143	-0.0894087059884515	"S01"	0.623342810030365	"IS02"
"STT3A"	"STT3A"	-0.74474338038024	0.62315286382955	-0.226154546199462	0.317645186309868	-0.260751434894927	"S01"	0.62315286382955	"IS02"
"OSBPL11"	"OSBPL11"	-0.743188831550224	0.622440943179273	-0.297039751436612	0.239141136363909	-0.0704374682827859	"S01"	0.622440943179273	"IS02"
"COPS3"	"COPS3"	-0.744231892998262	0.620341516192947	-0.173343060028967	0.346383001044451	-0.356412399275571	"S01"	0.620341516192947	"IS02"
"KCTD9"	"KCTD9"	-0.723073308335973	0.619138602161802	-0.142889496046483	0.280367777712807	-0.315041254334306	"S01"	0.619138602161802	"IS02"
"KCMF1"	"KCMF1"	-1.25397553722934	0.619048611787626	0.324405619992883	0.277335955793439	-0.227510764151455	"S01"	0.619048611787626	"IS02"
"VAPA"	"VAPA"	-1.22174712372899	0.618067608723134	0.256499844816373	-0.0369643344639947	0.269282774400803	"S01"	0.618067608723134	"IS02"
"THEM4"	"THEM4"	-0.632858684052024	0.61574291536926	-0.263884242118171	0.233713546940932	-0.211453588201866	"S01"	0.61574291536926	"IS02"
"RABIF"	"RABIF"	-0.99805858167697	0.611645654430222	0.111886918838156	0.304033390303216	-0.309854194078365	"S01"	0.611645654430222	"IS02"
"RNF125"	"RNF125"	-0.973794192382014	0.604070156990294	-0.243548906459392	0.395843791553697	-0.0751316932977452	"S01"	0.604070156990294	"IS02"
